,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,Company_txt,Job_State,age_of_company,python_yn,sql_yn,excel_yn,spark_yn,aws_yn,job_simp,seniority,job_state,desc_len
224,"Data Scientist, AI Expertise",$106K - $143K (Employer est.),"Job ID: 234872
Location Name: CA-FSC SF Off (0174)
Address: 350 Mission St, 20th Floor, San Francisco, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Information Technology
Remote Eligible:Hybrid Schedule

Company Overview:
At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves. We create an environment where people are valued, and differences are celebrated. Every day, our teams across the world bring to life our purpose: to expand the way the world sees beauty by empowering the Extra Ordinary in each of us. We are united by a common goal - to .",3.7,"Sephora
3.7","San Francisco, CA",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),106,143,124.5,Sephora,CA,54,0,0,0,0,0,data scientist,na,CA,645
225,Data Scientist,$106K - $143K (Employer est.),"Lawrence Berkeley National Laboratory has multiple openings for a Data Scientist in Berkeley, CA.

Duties: Create, develop and maintain a broad array of complex numerical models and programming scripts or tools in order to analyze challenging technical and energy policy issues. Demonstrate good judgment in selecting methods and techniques. Create, manage, and utilize complex databases with a diverse scope, including technical and economic data. Identify meaningful insights from data. Investigate, create and develop new methods and apply those concepts to energy use and lifecycle cost analysis. Contribute to federal register notices, technical support documents and memos, summarizing methods, data sources, results, conclusions, and/or energy and economic implications. Develop presentations for public meetings. Manage multiple tasks under tight deadlines and uncertain schedules. Offer guidance and direction to more junior-level researchers.",4.1,"Lawrence Berkeley National Laboratory
4.1","San Francisco, CA",1001 to 5000 Employees,1931,Government,Research & Development,Management & Consulting,$500 million to $1 billion (USD),106,143,124.5,Lawrence Berkeley National Laboratory,CA,92,0,0,0,0,0,data scientist,na,CA,952
226,Senior Data Scientist,$106K - $143K (Employer est.),"The ideal candidate will have a strong background in data analytics, online experimentation, inference, and quantitative methods. In addition, hands-on ability to push production code with sound engineering fundamentals would be nice to have.You will collaborate closely with a vibrant cross-functional team (ML engineers, data engineers, designers and product managers).
If you are looking to apply state-of-the-art Data Science techniques to novel products leveraging AI/NLP, we have the opportunity for you.
Who we are
Moveworks is on a mission to make language the universal UI. We give enterprises a conversational interface that works across every system — from Microsoft to Workday to Salesforce. Powered by GPT-class machine learning models, the Moveworks platform learns the unique language of each organization to solve thousands of use cases. Brands like Databricks, Broadcom, DocuSign, and Palo Alto Networks leverage Moveworks’ proprietary enterprise data, out-of-the-box solutions, and intuitive developer tools to bring conversational automation to all aspects of their business.",3.9,"Moveworks.ai
3.9","Mountain View, CA",501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,106,143,124.5,Moveworks.ai,CA,7,0,0,0,0,0,data scientist,senior,CA,1094
227,Data Scientist,$106K - $143K (Employer est.),"Revecore is an innovative, technology-driven company that is committed to helping our clients, our employees, our company, and our communities thrive. An award-winning services firm, partnering with hospitals and health systems, providing the momentum they need to maintain a strong revenue cycle amid today’s evolving healthcare environment.

With a 20+ year history, Revecore is the leading provider of revenue integrity and complex claims solutions for hospitals.

We offer a dynamic and flexible work environment, full of opportunity for motivated, hands-on team players. We strive each day to solve complex business problems and find new ways to enhance the efficiency, effectiveness, and quality of our services. If those attributes resonate with you, regardless of where you are located—we want you on our team!",3.4,"Revecore
3.4",Remote,1001 to 5000 Employees,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,106,143,124.5,Revecore,Remote,-1,0,0,0,0,0,data scientist,na,Remote,818
228,Data Scientist,$106K - $143K (Employer est.),"Location: Currently remote
Experience: 3+ years
3+ years of experience in data mining, statistical analysis, modeling, optimization
Experience and demonstrated skill in creating mathematical models
Expertise in delivering data driven applications in the form of APIs, dashboards, or software packages
Experience and demonstrated desire to continue learning about the industry and trends in data management
Product owner experience",-1.0,DT4o,Remote,Unknown,-1,Company - Public,unknown,unknown,Unknown / Non-Applicable,106,143,124.5,DT4o,Remote,-1,0,0,0,0,0,data scientist,na,Remote,430
229,Senior Data Scientist,$106K - $143K (Employer est.),"At AT&T we’re redefining the future of connectivity. At our core is a passion to serve our customers with products and services that create connections, improve lives and allow millions to share the stories and experiences that matter. Our Corporate teams are fueled by innovation and a desire to connect the world in meaningful ways. Join our team and bring your bold ideas, supporting and transforming our business across areas like marketing, finance and more.
Join our team as a Senior Data Scientist, where you will play a pivotal role in shaping the future of customer experience by developing cutting-edge solutions powered by generative AI (GenAI). In this position, you will collaborate closely with a cross-functional team comprising data engineers, machine learning engineers, and domain experts. Utilizing state-of-the-art machine learning (ML)/AI methodologies, including deep learning, reinforcement learning, and natural language processing, you will analyze complex, large-scale datasets and extract actionable insights. By leveraging your technical acumen and domain knowledge, you will significantly contribute to the creation of innovative products and services aimed at enhancing customer satisfaction and fueling growth within the telecommunications industry.",3.6,"AT&T
3.6","Dallas, TX",10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),106,143,124.5,AT&T,TX,147,0,0,0,0,0,data scientist,senior,TX,1280
230,Senior Data Scientist - Analytics,$106K - $143K (Employer est.),"About AppLovin
AppLovin makes technologies that help businesses of every size connect to their ideal customers. The company provides end-to-end software and AI solutions for businesses to reach, monetize and grow their global audiences. For more information about AppLovin, visit: www.applovin.com.
To deliver on this mission, our global team is composed of team members with life experiences, backgrounds, and perspectives that mirror our developers and customers around the world. At AppLovin, we are intentional about the team and culture we are building, seeking candidates who are outstanding in their own right and also demonstrate their support of others.
Fortune recognized AppLovin as one of the Best Workplaces in the Bay Area 2022, and is a Certified Great Place to Work in 2021, 2022 and 2023.",3.7,"AppLovin
3.7","Palo Alto, CA",1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,106,143,124.5,AppLovin,CA,11,0,0,0,0,0,data scientist,senior,CA,805
231,Data Scientist / Machine Learning Specialist - Pharmaceutical Commercial Excellence,$106K - $143K (Employer est.),"Headquartered in Dublin, Ohio, Cardinal Health, Inc. (NYSE: CAH) is a global, integrated healthcare services and products company connecting patients, providers, payers, pharmacists, and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 50,000 employees in nearly 60 countries, Cardinal Health ranks among the top 20 on the Fortune 500.
Department Overview:
Pharma Commercial Digital Partner build & run automation, analytics, and artificial intelligence solutions
that drive success for Cardinal Health by creating material savings, efficiencies, and revenue growth



""""",3.6,"Cardinal Health
3.6",Texas,10000+ Employees,1971,Company - Public,Wholesale,Retail & Wholesale,$10+ billion (USD),106,143,124.5,Cardinal Health,Texas,52,0,0,0,0,0,data scientist,na,TX,657
232,Senior Data Scientist,$106K - $143K (Employer est.),"Career Area:
Information Analytics
Job Description:
Your Work Shapes the World at Caterpillar Inc.
When you join Caterpillar, you're joining a global team who cares not just about the work we do – but also about each other. We are the makers, problem solvers, and future world builders who are creating stronger, more sustainable communities. We don't just talk about progress and innovation here – we make it happen, with our customers, where we work and live. Together, we are building a better world, so we can all enjoy living in it.",4.0,"Caterpillar
4.0","Chillicothe, IL",10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),106,143,124.5,Caterpillar,IL,98,0,0,0,0,0,data scientist,senior,IL,537
233,Senior Data Scientist,$106K - $143K (Employer est.),"Overview:
We are looking for a lead data scientist who can help fuel our transition from the mundane to the magnificent through data driven design, analytics, and insights. If you love data and want to be at the tip of the innovation spear at QSC, you have to apply!

Base Pay Range $143,000 - $203,000

QSC thrives where innovative technology and compelling audio-visual experiences intersect. For over 50 years, QSC has pioneered the technology and solutions that enable immersive cinema, live performance audio, themed entertainment, digital collaboration and meeting experiences for our customers and partners around the world. A globally recognized innovator in the design, engineering, and manufacture of category leading high-performance loudspeakers, digital mixers, power amplifiers, audio processors, digital cinema solutions, and the Q-SYS™ software-based audio, video and control Ecosystem.

Responsibilities:






Qualifications:",4.0,"QSC, LLC
4.0","Costa Mesa, CA",501 to 1000 Employees,1968,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable,106,143,124.5,"QSC, LLC",CA,55,0,0,0,0,0,data scientist,senior,CA,943
234,Principal Data Scientist,$106K - $143K (Employer est.),"Company Description

Freshworks makes it fast and easy for businesses to delight their customers and employees. We do this by taking a fresh approach to building and delivering software that is affordable, quick to implement, and designed for the end user. Headquartered in San Mateo, California, Freshworks has a global team operating from 13 global locations to serve more than 60,000 companies - from startups to public companies – that rely on Freshworks software-as-a-service to enable a better customer experience (CRM) and employee experience (ITSM).
Freshworks’ cloud-based software suite includes Freshdesk (omni-channel customer support), Freshsales (sales automation), Freshmarketer (marketing automation), Freshservice (IT service desk), Freshchat (AI-powered bots), supported by Neo, our underlying platform of shared services.",3.8,"Freshworks
3.8","San Mateo, CA",5001 to 10000 Employees,2010,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,106,143,124.5,Freshworks,CA,13,0,0,0,0,0,data scientist,senior,CA,840
235,Data Scientist,$106K - $143K (Employer est.),"Job Description

BAE Systems is seeking a Data Scientist to support customer mission requirements in defense, intelligence, and federal civilian markets. The data scientist will support development of advanced analytics capabilities by developing and applying probability models, statistical inference, simulations, optimization, data analysis, and data visualization analysis of customer data using statistical and mathematical techniques to extract insight based on mission requirements.
The data scientist will introduce quantitative and qualitative analysis, data analytics, and data science to the military’s decision- making processes by developing, transforming and building data models to improve decision making. They are responsible for data extraction and manipulation of data sets. Creating workflows and predictive models for end-users using system tools. Conducting statistical analysis on data to ensure correct predictive forecasting. Manages the analytics request process by capturing requirements. Responsible for the creation and maintenance of surveys and deciphering survey analytics.
As a BAE Systems Data Scientist, you will work with key clients as a trusted adviser while collaborating with software developers, analysts, and subject matter experts to advance opportunities to enhance partnership with BAE Systems and directly impact customer mission. Successful applicants for this role will, at a minimum, demonstrate interest in the application of data to support decision making.






Full-Time Salary Range: $122870 - $208890

Please note: This range is based on our market pay structures. However, individual salaries are determined by a variety of factors including, but not limited to: business considerations, local market conditions, and internal equity, as well as candidate qualifications, such as skills, education, and experience.

Employee Benefits: At BAE Systems, we support our employees in all aspects of their life, including their health and financial well-being. Regular employees scheduled to work 20+ hours per week are offered: health, dental, and vision insurance; health savings accounts; a 401(k) savings plan; disability coverage; and life and accident insurance. We also have an employee assistance program, a legal plan, and other perks including discounts on things like home, auto, and pet insurance. Our leave programs include paid time off, paid holidays, as well as other types of leave, including paid parental, military, bereavement, and any applicable federal and state sick leave. Employees may participate in the company recognition program to receive monetary or non-monetary recognition awards. Other incentives may be available based on position level and/or job specifics.


BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference.

Intelligence & Security (I&S), based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we do—from intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels.

Our Commitment to Diversity, Equity, and Inclusion:
At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong.",4.0,"BAE Systems
4.0","Sterling, VA",10000+ Employees,1999,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),106,143,124.5,BAE Systems,VA,24,0,0,0,0,0,data scientist,na,VA,4891
236,Sr. Data Scientist (Starlink Product),$106K - $143K (Employer est.),"SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this possible, with the ultimate goal of enabling human life on Mars.
SR. DATA SCIENTIST (STARLINK PRODUCT)
At SpaceX we're leveraging our experience in building rockets and spacecraft to deploy Starlink, the world's most advanced broadband internet system. Starlink is the world's largest satellite constellation and is providing fast, reliable internet to 2M+ users worldwide. We design, build, test, and operate all parts of the system – thousands of satellites, consumer receivers that allow users to connect within minutes of unboxing, and the software that brings it all together. We've only begun to scratch the surface of Starlink's potential global impact and are looking for best-in-class engineers to help maximize Starlink's utility for communities and businesses around the globe",3.9,"SpaceX
3.9","Hawthorne, CA",5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,106,143,124.5,SpaceX,CA,21,0,0,0,0,0,data scientist,senior,CA,1003
237,Data Scientist,$106K - $143K (Employer est.),"Position Title: Data Scientist
Reports To: Manager of Business Intelligence
Department: Business Intelligence
Status: Exempt
Position Purpose:
The Data Scientist role is responsible for leveraging statistical and computational methods to derive insights and develop predictive models based on company and industry data. This includes building algorithms to support internal departments, designing and implementing experiments, and analyzing sales and operational data to drive decision-making across the organization. Additionally, the Data Scientist will also be responsible for creating datasets and leveraging advanced statistical analysis, machine learning and artificial intelligence techniques to guide the company's strategic initiatives. Close collaboration with cross-functional teams will be necessary to address business challenges and opportunities while continuously enhancing models and algorithms to ensure accurate and effective results.",-1.0,"Cal-Tex Protective Coatings, Inc.","Schertz, TX",51 to 200 Employees,1983,Company - Private,Chemical Manufacturing,Manufacturing,Unknown / Non-Applicable,106,143,124.5,"Cal-Tex Protective Coatings, Inc.",TX,40,0,0,0,0,0,data scientist,na,TX,953
238,Data Scientist,$106K - $143K (Employer est.),"About Pull Systems

Pull Systems helps electric vehicle (EV) manufacturers, suppliers and operators manage their fleets with increasing levels of automation. Our software platform is underpinned by a library of machine learning models that predict battery behavior using a world class database of 3 years of operating history from nearly 100k vehicles. With Pull Systems, our manufacturer customers optimize costs (e.g., by predicting battery maintenance), boost aftersales revenues (e.g., by offering warranty extension products) and improve consumer experiences (e.g., by automating charging workflows).

Pull Systems is well-funded by some of the best-known investors in mobility, spun out of the Up Labs incubator in 2023 as the flagship company formed in partnership with Porsche.",3.4,"Pull Systems
3.4",California,5001 to 10000 Employees,1991,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,Unknown / Non-Applicable,106,143,124.5,Pull Systems,CA,32,0,0,0,0,0,data scientist,na,CA,785
239,"Sr. Data Scientist, Pricing Algorithms - Remote within 100 miles of Office Location",$106K - $143K (Employer est.),"8901 - Corp Office West Crk - 12800 Tuckahoe Creek Parkway, Richmond, Virginia, 23238

CarMax, the way your career should be!
About The Team

The Pricing team is a community of analysts, data scientists, and systems experts with a variety of technical and strategic skillsets. We work together to continually improve CarMax's ability to accurately and systematically value each individual car that we buy and sell. Last year, CarMax sold over 1 million vehicles and appraised over 2 million vehicles, and Pricing directed over $20B in spend to purchase inventory - all while remaining responsive to constantly changing consumer demand, wholesale auction supply, and other global/local market conditions.

Our team tackles complex problems while striving to be a great representation of CarMax's 4 core values:



CarMax relies on algorithms to make important decisions about which cars to buy, how to price them, and how to allocate them across our 200+ stores. Doing so ensures that we have the right cars at the right prices to meet our customers' needs. As we continue to innovate our business and shift more of our buying and selling online, we increasingly need to make these decisions quickly with less human intervention. Our team of data scientists and business analysts plays a critical role in unlocking the business value from these innovations.

As an algorithms expert, you will build and support predictive models. Through collaboration and partnership with analysts and systems experts, you will play a key role in ensuring the models are deployed effectively to support our business goals.



1) Develop new models and improve our existing models

2) Help CarMax continue to develop its data expertise

3) Effectively communicate how our models work to team members, both at a general level and a detailed level



If you're energized by putting your math, logic, and analytical reasoning skills to the test to solve complex problems then we encourage you to apply to join our team. We frequently offer a variety of roles and recommend checking out all available Pricing positions to find the best fit for your abilities and interests.

For a candidate for this role, we're looking for the following characteristics:





CarMax disrupted the auto industry by delivering the honest, transparent and high-integrity experience customers want and deserve. This innovative thinking around the way cars are bought and sold has helped us become the nation's largest retailer of used cars, with over 200 locations nationwide.

Our amazing team of more than 25,000 associates work together to deliver iconic customer experiences. Along the way, we help every associate grow their career and achieve their best, at work and in their community. We are recognized for our commitment to training and diversity and are one of the FORTUNE 100 Best Companies to Work For®.



CarMax is committed to bringing together people from different backgrounds and perspectives, providing employees with a safe, welcoming, and inclusive work environment.

CarMax is an equal opportunity employer, and all qualified candidates will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, protected veteran status, disability status, or any other characteristic protected by law.

Upon an applicant's request, CarMax will consider reasonable accommodation to complete the CarMax Job Application.

Work location is flexible if within 100 miles of the Richmond, VA Technology Innovation Center or Dallas Technology Hub or Atlanta, GA CarMax Auto Finance Office if approved by the Company.

Applicants must be currently authorized to work in the United States on a full-time basis.

Upon an applicant's request, CarMax will consider reasonable accommodation to complete the CarMax Job Application.",3.8,"CarMax
3.8","Richmond, VA",10000+ Employees,1993,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),106,143,124.5,CarMax,VA,30,0,0,0,0,0,data scientist,senior,VA,3885
240,"Data Scientist - Tiktok Ads, Growth Marketing",$153K - $296K (Employer est.),"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.


We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
Qualifications
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.
Job Information
The base salary range for this position in the selected city is $153000 - $296000 annually.



Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.



At ByteDance/TikTok our benefits are designed to convey company culture and values, to create an efficient and inspiring work environment, and to support ByteDancers to give their best in both work and life. We offer the following benefits to eligible employees:



We cover 100% premium coverage for employee medical insurance, approximately 75% premium coverage for dependents and offer a Health Savings Account(HSA) with a company match. As well as Dental, Vision, Short/Long term Disability, Basic Life, Voluntary Life and AD&D insurance plans. In addition to Flexible Spending Account(FSA) Options like Health Care, Limited Purpose and Dependent Care.



10 paid holidays per year plus 17 days of Paid Personal Time Off(PPTO) (prorated upon hire and increased by tenure) and 10 paid sick days per year as well as 12 weeks of paid Parental leave and 8 weeks of paid Supplemental Disability.



We also provide generous benefits like mental and emotional health benefits through our EAP and Lyra. A 401K company match, gym and cellphone service reimbursements. The Company reserves the right to modify or change these benefits programs at any time, with or without notice.",3.5,"TikTok
3.5","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,153,296,224.5,TikTok,CA,7,0,0,0,0,0,data scientist,na,CA,3552
241,Data Scientist,$153K - $296K (Employer est.),"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.",4.1,"Visa
4.1","Washington, DC",10000+ Employees,1958,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),153,296,224.5,Visa,DC,65,0,0,0,0,0,data scientist,na,DC,819
242,Data Scientist,$153K - $296K (Employer est.),"Job Description
Location:
Honolulu,HI,US
Remote Work:
No
Job Number:
R0179639

Data Scientist
The Opportunity:



Salary at Booz Allen is determined by various factors, including but not limited to location, the individual’s particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $73,000.00 to $166,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen’s total compensation package for employees.",4.2,"Booz Allen Hamilton
4.2","Honolulu, HI",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),153,296,224.5,Booz Allen Hamilton,HI,109,0,0,0,0,0,data scientist,na,HI,645
243,Staff Data Scientist,$153K - $296K (Employer est.),"About Crunchbase
Crunchbase helps over 75 million people around the world connect with the companies and people that matter. Powered by best-in-class proprietary data, Crunchbase is democratizing access to opportunities so salespeople, entrepreneurs, investors, job seekers, and others can accelerate innovation for a better future. We’re proud to build intelligent products that shape how companies and people connect and enable them to communicate in a more meaningful way.
We are committed to a positive, diverse, and inclusive culture by hiring for potential, focused on the inclusion of people who have different ways of thinking, different viewpoints, different backgrounds, and different skill sets. We value a transparent and open culture that positively impacts our teams and our products.",4.2,"Crunchbase
4.2",California,51 to 200 Employees,2007,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,153,296,224.5,Crunchbase,CA,16,0,0,0,0,0,data scientist,na,CA,798
244,Data Scientist (Remote),$153K - $296K (Employer est.),"Job Description

In this role, you will research and develop enhancements to Epsilon's CORE Personalization Platform to continually increase the capabilities of Epsilon's digital marketing businesses.

The Decision Sciences group is a collaborative, multi-disciplinary R&D team combining data science, machine learning, AI, computer science, and more. Our colleagues love the fast-paced, dynamic work environment, the speed with which we translate research to business impact, the opportunity to continually learn new knowledge and skills, the internal research seminars, the external training opportunities, and the excellent work-life balance our culture promotes.

We prioritize talent and potential over having closely similar prior experience. If using internet scale data to drive business impact excites you, we want to talk to you.









For decades, we've been helping marketers from the world's top brands personalize experiences for millions of people with our cutting-edge technology, solutions and services. Epsilon's best-in-class identity gives brands a clear, privacy-safe view of their customers, which they can use across our suite of digital media, messaging and loyalty solutions. We process 400+ billion consumer actions each day and hold many patents of proprietary technology, including real-time modeling languages and consumer privacy advancements. Thanks to the work of every employee, Epsilon has been consistently recognized as industry-leading by Forrester, Adweek and the MRC. Positioned at the core of Publicis Groupe, Epsilon is a global company with more than 8,000 employees around the world. Check out a few of these resources to learn more about what makes Epsilon so EPIC:



We know that we have some of the brightest and most talented associates in the world, and we believe in rewarding them accordingly. If you work here, expect competitive pay, comprehensive health coverage, and endless opportunities to advance your career.

Epsilon is an Equal Opportunity Employer. Epsilon's policy is not to discriminate against any applicant or employee based on actual or perceived race, age, sex or gender (including pregnancy), marital status, national origin, ancestry, citizenship status, mental or physical disability, religion, creed, color, sexual orientation, gender identity or expression (including transgender status), veteran status, genetic information, or any other characteristic protected by applicable federal, state or local law. Epsilon also prohibits harassment of applicants and employees based on any of these protected categories.

Epsilon will provide accommodations to applicants needing accommodations to complete the application process.

For San Francisco Bay and Los Angeles Areas: Epsilon will consider for employment qualified applicants with criminal histories in a manner consistent with the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance and San Francisco Police Code Sections 4901-4919, commonly referred to as the San Francisco Fair Chance Ordinance.

Applicants with criminal histories are welcome to apply.

#LI-EB1

REF186863V",3.9,"Epsilon
3.9","Chicago, IL",5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),153,296,224.5,Epsilon,IL,54,0,0,1,0,0,data scientist,na,IL,3118
245,Data Scientist,$153K - $296K (Employer est.),"Overview:
LMI is seeking a skilled Data Analyst. Successful Data Analysts demonstrate competency in data analysis, data visualization, statistics, programming, project execution, and critical thinking.
LMI: Innovation at the Pace of Need™
At LMI, we’re reimagining the path from insight to outcome at the new speed of possible. Combining a legacy of over 60 years of federal expertise with our innovation ecosystem, we minimize time to value and accelerate mission success. We energize the brightest minds with emerging technologies to inspire creative solutioning and push the boundaries of capability. LMI advances the pace of progress, enabling our customers to thrive while adapting to evolving mission needs.
Responsibilities:
Qualifications:",4.2,"Logistics Management Institute
4.2",Remote,1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),153,296,224.5,Logistics Management Institute,Remote,62,0,0,0,0,0,data scientist,na,Remote,747
246,Senior Data Scientist,$153K - $296K (Employer est.),"Work Mode:
Onsite
Responsibilities:
* Join a highly-skilled data science team to mine through data to identify data-driven opportunities in game production, publishing, and live-ops. * Solve complex business problems using advanced methods, including machine learning, deep learning, reinforcement learning, generative AI, experimentation, statistical inference, causal inference, econometrics, operational research, etc. * Establish scalable, efficient, automated processes, and provide end-to-end data products and online optimization systems. * Interact cross-functionally with various teams and provide actionable business insights to stakeholders. * Research and develop novel modeling and inference solutions to support game development and business decision-making. * Continuously improve the accuracy, efficiency, and scalability of existing models and algorithms. * Stay up-to-date with the latest advancements in data science techniques and technologies.
* Ph.D. with a specialization in computer science, operational research, mathematics, statistics, economics, or a quantitative field. * Deep and extensive knowledge in one or more of the following areas: generative AI, deep learning, reinforcement learning, causal inference, natural language processing, computer vision/graphics, recommendation systems, econometrics, and other data science domains. * Expert in statistical analysis (probabilities, hypothesis testing, multivariate analysis, time series analysis, generalized linear model, A/B experiments). * Proficient in SQL and Python (or other higher-level programming languages like Java, C++, Scala, etc.). * Experience with Big Data technologies such as Hadoop, Spark, Hive, etc. is preferred. * Ability to understand complex subjects clearly and propose actionable data-driven solutions. Good business acumen and communication skills are a plus.

California
The base pay range for this position in the state(s) above is $107,400 to $196,900 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",4.0,"Tencent
4.0","Palo Alto, CA",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,153,296,224.5,Tencent,CA,25,1,1,0,1,0,data scientist,senior,CA,2310
